VNUM	LOCALE_NAME
14007	Atelier
14008	Atelier
14009	Atelier
13999	Theowahdan
14010	Altar
14011	Altar
14012	Altar
14013	Altar
14014	Altar
14015	Altar
14016	Altar
14017	Altar
14018	Altar
14019	Altar
14020	Quartier Général
14021	Quartier Général
14022	Quartier Général
14023	Quartier Général
14024	Quartier Général
14025	Quartier Général
14026	Quartier Général
14027	Quartier Général
14028	Quartier Général
14029	Quartier Général
14030	Camp d'Entraînement
14031	Camp d'Entraînement
14032	Camp d'Entraînement
14033	Camp d'Entraînement
14034	Camp d'Entraînement
14035	Camp d'Entraînement
14036	Camp d'Entraînement
14037	Camp d'Entraînement
14038	Camp d'Entraînement
14039	Camp d'Entraînement
14040	Fonderie
14041	Fonderie
14042	Fonderie
14043	Fonderie
14044	Fonderie
14045	Fonderie
14046	Fonderie
14047	Fonderie
14048	Fonderie
14049	Fonderie
20001	Alchimiste
20002	Aranyo
20003	Ah-Yu
20004	Mendiant
20005	Yonah
20006	Mirine
20007	Magasinier
20008	Octavio
20009	Vieil Homme
20010	Marchand Ambulant
20011	Uriel
20012	Yu-Rang
20013	Pêcheur
20014	Taurean
20015	Deokbae
20016	Forgeron
20017	Yu-Hwan
20018	Baek-Go
20019	Yang-Shin
20020	Balso le Traître
20021	Ariyoung
20022	Huahn-So
20023	Soon
20024	Harang
20025	.
20029	Poney
20030	Cheval
20031	Père Noël
20032	Sapin de Noël
20033	Sapin de Noël
20034	Sapin de Noël
20035	Drapeau
20036	Drapeau
20037	Drapeau
20038	..
20039	.
20040	Préfet
20041	Passant Ivre
20042	Marchant Ambulant
20044	Forgeron d'Armes
20045	Forgeron d'Armures
20046	Joaillier
20047	Veine de Diamant
20048	Veine d'Ambre
20049	Veine Fossile de Tronc
20050	Veine de Cuivre
20051	Veine d'Argent
20052	Veine d'Or
20053	Veine de Jade
20054	Veine d'Ebène
20055	Pile de Coquillages
20056	Veine d'Or Blanc
20057	Veine de Cristal
20058	Veine d'Améthyste
20059	Veine de Larme Céleste
20060	Alchimiste de Diamant
20061	Alchimiste d'Ambre
20062	Alchimiste de Bois
20063	Alchimiste de Cuivre
20064	Alchimiste d'argent
20065	Alchimiste d'Or
20066	Alchimiste de Jade
20067	Alchimiste d'Ebène
20068	Alchimiste de Perles
20069	Alchimiste d'Or Blanc
20070	Alchimiste de Cristal
20071	Alchimiste Améthyste
20072	Alchimiste de Larmes
20073	Sceau Ancien
20074	Forgeron d'Armes
20075	Forgeron d'Armures
20076	Forgeron d'Objets
20077	Garde Altar
20078	Garde Altar
20079	Garde Altar
20080	Maître d'Entraînement
20081	Sceau du Gang Volé
20082	Maître
20083	Jegal-Tunseok
20084	Biologiste Chaegirab
20086	Handu-Up
20087	Wonda-Rim
20088	Chuk-Sal
20089	Pung-Ho
20090	Heuk-Young
20091	Seon-Pyeong
20092	Hwa-Hee
20093	Koe-Pung
20094	Hong-Hae
20095	Seon-Hae
20096	Stèle de l'Isfet
20097	Porte du Château
20098	Porte du Château
20099	Porte du Château
20101	Cheval Blanc
20102	Cheval Marron
20103	Cheval Noir
20104	Cheval Blanc
20105	Cheval Marron
20106	Cheval Noir
20107	Cheval Blanc
20108	Cheval Marron
20109	Cheval Noir
20110	Sanglier
20111	Loup
20112	Tigre
20113	Lion
20114	Lion
20115	Sanglier Pugnace
20116	Loup Bagarreur
20117	Tigre Tempétueux
20118	Lion Carnassier
20119	Noble Cheval
20120	Tigre Royal
20121	Tigre Royal
20122	Tigre Royal
20123	Tigre Royal
20124	Tigre Royal
20125	Tigre Royal
20126	Père Noël
20201	Jeune Sanglier
20202	Jeune Loup
20203	Jeune Tigre
20204	Jeune Lion
20205	Sanglier Sauvage
20206	Loup Sauvage
20207	Tigre Sauvage
20208	Lion Sauvage
20209	Sanglier Vaillant
20210	Loup Vaillant
20211	Tigre Vaillant
20212	Lion Vaillant
20213	Jeune Renne Male
20214	Renne Male Sauvage
20215	Renne Male Vaillant
20216	Jeune Renne Femelle
20217	Renne Femelle Sauvage
20218	Renne Femelle Vaillant
20219	Cheval Sacré
20220	Comète
20221	Prédateur Polaire
20222	Panda Blindé
20223	Jeune Dragor
20224	Dragor Sauvage
20225	Dragor Vaillant
20226	Carnemar
20227	Licorne
20228	Jeune Moa
20229	Moa Sauvage
20230	Moa Vaillant
20231	Panthère Noire
20232	Léopard
20233	Muffin
20234	Nugget
20235	Muffin
20236	Nugget
20237	Muffin
20238	Nugget
20239	Éclair
20240	Tonnerre
20241	Nugget
20242	Muffin
20243	Pepsi
20300	Maître Corps à Corps
20301	Maître en Force Mentale
20302	Maître Assassin
20303	Maître en Archerie
20304	Maître en Armes Magiques
20305	Maître en Magie Noire
20306	Maître Dragon
20307	Maître en Soin
20320	Maître Corps à Corps
20321	Maître en Force Mentale
20322	Maître Assassin
20323	Maître en Archerie
20324	Maître en Armes Magiques
20325	Maître en Magie Noire
20326	Maître Dragon
20327	Maître en Soin
20340	Maître Corps à Corps
20341	Maître en Force Mentale
20342	Maître Assassin
20343	Maître en Archerie
20344	Maître en Armes Magiques
20345	Maître en Magie Noire
20346	Maître Dragon
20347	Maître en Soin
20348	Garde de la Tour
20349	Palefrenier
20350	Garde du Donjon
20351	Garde du Hall
20352	Monument de Hasun
20353	Monument de Seul Rong
20354	Garde du Village
20355	Capitaine
20356	Cultivateur de Ginseng
20357	Monument de Weol
20358	Fleurs sans Nom
20359	Vieille Boîte à Papiers
20360	Monument Wha
20361	Monument Su
20362	Monument Mok
20363	Monument Gum
20364	Nakajima
20365	Monument To
20366	Sa-Soe
20367	Gardien des Catacombes
20368	Marchant Ambulant
20369	Lee Chung
20370	Soldat Empoisonné
20371	Pierre Tombale Ancienne
20372	Pierre Effritée
20373	Garde du Corps
20374	Garde
20375	Barricade en Bois
20376	Kim Rim
20377	Yak-Hwan
20378	Amiral Angmur
20379	Soldat Blessé
20380	Yon-I-Walker
20381	Confucius
20382	Fleur de Rocher
20383	Jae-Seon Kim
20384	Sapin de Noël
20385	Gorges d'Am-Heh
20386	Stèle de l'Isfet
20387	Verrou du Destin
20388	Porte du Dragon
20389	Taureau Mexicain
20390	Tombe de Taramor
20391	Herbe Solaire
20392	Soldat Mort
20393	Soldat Blessé
20394	Gardien de Doyyumhwan
20395	Garde de Terre Glaciaire
20397	Lion Glacial
20398	Cube de l'Arctis
20399	Pilier du Dragon du Nord
20400	Myonghorang le Sage
20401	Gardien de la Colonie
20402	Gardien du Portail
20403	Amarok
20404	Nagual
20405	Waheela
20408	Gardien du Temple
20409	Gardien de la Forêt
20410	Guetteur de la Forêt
20411	Éclaireur de la Forêt
20412	Chef Gardien de la Forêt
20413	Kawuco
20414	Combattante
20415	Portail
20416	Sam Citrouille
20417	Table de Jeu Okey
20419	Dolnarr - Garde du Dragon
20420	Coffre du Dragon Doré
20421	Jaharr - Garde du Dragon
20422	Oeuf de Dragon
20423	Alchimiste de Cristal d'Ame
20424	Alchimiste de Rubis
20425	Alchimiste de Grenat
20426	Alchimiste d'Emeraude
20427	Alchimiste de Saphir
20428	Alchimiste de Tourmaline
30000	Magasin
30001	Magasin
30101	Statue Mythique
30102	Obélisque Basaltique
30103	Rocher de la Tortue
30104	Pal Runique
30111	1e Porte de la Damnation
30112	2e Porte de la Damnation
30113	3e Porte de la Damnation
30114	4e Porte de la Damnation
30115	5e Porte de la Damnation
30116	6e Porte de la Damnation
30117	7e Porte de la Damnation
30118	8e Porte de la Damnation
30119	9e Porte de la Damnation
30120	Sac d'Herbe
30121	Esprit d'un Sura
30122	Esprit d'un Guerrier
30123	Autel Sombre
30124	Squelette de Sura 1
30125	Squelette de Sura 2
30126	Squelette de Sura 3
30127	Squelette de Sura 4
30128	Squelette de Sura 5
30129	Lapin de Pâques
30130	Pierre Tombale
30131	Monsieur Lapin
30301	Filon de Cristal d'Ame
30302	Filon de Rubis
30303	Filon de Grenat
30304	Filon d'Emeraude
30305	Filon de Saphir
30306	Filon de Tourmaline
30307	Summer
33001	Squelette
33002	Historien
33003	Citoyen qui Jeûne
33004	Citoyen qui Jeûne
33005	Citoyen qui Jeûne
33006	Citoyen qui Jeûne
33007	Citoyen qui Jeûne
33008	Jack Pumpkin
34001	Phoenix de Feu
34002	Bambi
34003	Phoenix de Glace
34004	Bébé Azraël
34005	Porky
34006	Rufus
34007	Khan
34008	Léonidas
34009	Bébé Azraël
34010	Bambi
34011	Knuud
34012	Bao Bao
34013	Mini-Bourreau Dodu
34014	Mini-Bourreau Dodu
34015	Boney
34016	Phoenix de Jade
34017	Porky Polaire
34018	Refus Polaire
34019	Khan Arctique
34020	Léonidas Polaire
34021	Sheldon
34022	Cooper
34023	Bébé Panthère
34024	Bébé Léopard
34026	Tête de Citrouille
34027	Balayette
34028	Flocon
34029	Clochette
34030	Cupidon
34031	Coeur Courroucé
34032	Croissant de Lune
34033	Croissant de Lune
34034	Brebis Blanche
34035	Bélier Bleu
34036	Petit Dragon
34037	Petit Dragon
34039	Bébé Huashin
34041	Petit Singe
34042	Petit Singe
34045	Petite Araignée
34046	Petite Araignée
34049	Petit Razador
34050	Petit Razador
34053	Petit Nemere
34054	Petit Nemere
34055	Bruce
34056	Wayne
34057	Robin
34058	Valentino
34059	Valentinia
34060	Valentino
34061	Valentinia
34062	Lanterne-Lune
34063	Lanterne-Lune
34064	Bébé de Meley
34065	Bébé de Meley
60000	Chef de Guilde
60001	Chef de Guilde
60002	Chef de Guilde
20504	Bourse aux Gayas
20503	Marchand de Gayas
34043	Nessie
34044	Nessie
34073	Azraël
34074	Azraël
34075	Minibourreau ventru
34076	Minibourreau ventru
34080	Bébé Baashido
34081	Bébé Baashido
